年度,單位,案件,廠商,廠商設立日,結標日,設立到結標天數,廠商資本額,標案金額,標案金額/資本額,網址
2021,臺南市政府,臺南市政府民治市政中心世紀大樓中央空調室內機暨排水改善工程,柏彥工程有限公司,2005-11-18,2021-09-24,5789,10000000,6080000,0.61,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210927&fn=BDM-1-53512103.xml
2021,臺南市政府,海安路彩虹地景設置,都市藝術股份有限公司,2020-02-19,2021-08-31,559,880000,515000,0.59,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210901&fn=BDM-1-53494760.xml
2021,臺南市政府,110年臺南市政府公務座車租賃,和運租車股份有限公司台南分公司,2003-11-17,2021-08-24,6490,880000,122000,0.14,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210825&fn=BDM-1-53488329.xml
2021,臺南市政府,永華市政園區身障坡道改善工程-新增項目,昕晟土木包工業(獨資),2011-02-16,2021-08-20,3838,1000000,96000,0.1,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210823&fn=BDM-1-53486454.xml
2021,臺南市政府,110年臺南市政府公務座車租賃-第一次契約變更,和運租車股份有限公司台南分公司,2003-11-17,2021-08-20,6486,1000000,142000,0.14,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210823&fn=BDM-1-53486310.xml
2021,臺南市政府,2021原住民族產業推廣系列活動委託專業服務勞務採購案,馬勒企業社(獨資),2018-04-24,2021-08-06,1200,100000,660000,6.6,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210823&fn=BDM-1-53486210.xml
2021,臺南市政府,110-111年度典藏原味─臺南市原住民文物館文物典藏提升計畫委託專業服務勞務採購案,八拍子股份有限公司,2013-10-09,2021-07-27,2848,10000000,559913,0.06,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210816&fn=BDM-1-53480363.xml
2021,臺南市政府,110-111年度「生命鄒紀」鄒族兩大社紀念傳統領袖暨文物研究展示巡迴特展計畫委託專業服務勞務採購案,定藝文化工作室(獨資),2019-07-05,2021-07-23,749,80000,600000,7.5,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210809&fn=BDM-1-53474448.xml
2021,臺南市政府,110年度《悠活臺南》市刊編印發行案,閣林文創股份有限公司,1990-07-27,2021-05-18,11253.041666667,150000000,4918300,0.03,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210727&fn=BDM-1-53463210.xml
2021,臺南市政府,110年臺南市政府永華市政中心智慧節能空調系統設備維護,中華電信股份有限公司臺灣南區電信分公司,1996-06-15,2021-07-16,9162,150000000,220000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210720&fn=BDM-1-53456905.xml
2021,臺南市政府,臺南市110年度原住民生活狀況及需求調查,趨勢民意調查股份有限公司,2010-12-30,2021-06-22,3827,30000000,900000,0.03,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210714&fn=BDM-1-53451685.xml
2021,臺南市政府,南市62102運用各種媒體宣導交通安全觀念及政策整合行銷案,古都廣播股份有限公司,1994-03-18,2021-06-22,9958,50000000,1200000,0.02,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210630&fn=BDM-1-53439355.xml
2021,臺南市政府,民治市政中心世紀大樓耐震能力補強工程-委託設計、監造技術服務,統勝工程顧問有限公司,2005-11-01,2021-05-04,5663,1000000,2147000,2.15,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210616&fn=BDM-1-53427054.xml
2021,臺南市政府,臺南市政府「廉企業•講誠信」論壇委外服務案,協奏曲整合行銷有限公司,2009-08-11,2021-05-04,4284,3000000,150500,0.05,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210609&fn=BDM-1-53421972.xml
2021,臺南市政府,永華市政園區身障坡道改善工程,昕晟土木包工業(獨資),2011-02-16,2021-06-01,3758,1000000,880000,0.88,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210607&fn=BDM-1-53420408.xml
2021,臺南市政府,紅外線熱顯像儀財物採購,晏新科技工程有限公司,2015-10-15,2021-06-01,2056,10000000,180000,0.02,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210602&fn=BDM-1-53417084.xml
2021,臺南市政府,110年度臺南市政府1999話務系統維護案,中華電信股份有限公司臺灣南區電信分公司,1996-06-15,2021-05-28,9113,10000000,600000,0.06,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210531&fn=BDM-1-53414968.xml
2021,臺南市政府,110年民治市政中心行政大樓頂樓防水工程,堉憲營造有限公司,2001-03-12,2021-05-18,7372,3600000,1575000,0.44,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210519&fn=BDM-1-53405745.xml
2021,臺南市政府,臺南市政府雙市政中心電話設備維護保養案,樺克科技系統股份有限公司,1991-05-08,2021-04-27,10947.041666667,26000000,2388600,0.09,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210428&fn=BDM-1-53387372.xml
2021,臺南市政府,臺南市110年度有線電視服務滿意度調查,華威行銷研究股份有限公司,2004-07-30,2021-04-09,6097,5000000,465000,0.09,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210428&fn=BDM-1-53387170.xml
2021,臺南市政府,110年度安億公園暨札哈木公園環境清潔及設施整修工作(開口契約),金寶盛國際事業有限公司,2009-03-24,2021-04-09,4399,1200000,730601,0.61,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210428&fn=BDM-1-53387271.xml
2021,臺南市政府,110年台南市市政服務稽核研究,山水民意研究股份有限公司,1997-07-21,2021-04-13,8667,5000000,800000,0.16,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210421&fn=BDM-1-53380749.xml
2021,臺南市政府,臺南市政府市政大樓、公有宿舍及市民廣場火災地震保險,兆豐產物保險股份有限公司台南分公司,2000-02-14,2021-03-30,7715,5000000,152992,0.03,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210331&fn=BDM-1-53365054.xml
2021,臺南市政府,110年臺南市形象短片電視廣告託播案,三立電視股份有限公司,1990-05-07,2021-03-05,11260.041666667,1782000000,7500000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210317&fn=BDM-1-53352550.xml
2021,臺南市政府,110年臺南市形象短片電視廣告託播案,民間全民電視股份有限公司,1996-04-08,2021-03-05,9097,6000000000,7500000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210317&fn=BDM-1-53352550.xml
2021,臺南市政府,110年臺南市形象短片電視廣告託播案,年代網際事業股份有限公司,1981-06-03,2021-03-05,14520,1808000000,7500000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210317&fn=BDM-1-53352550.xml
2021,臺南市政府,110年臺南市形象短片電視廣告託播案,聯利媒體股份有限公司,1993-08-06,2021-03-05,10073,1500000000,7500000,0.01,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210317&fn=BDM-1-53352550.xml
2021,臺南市政府,110年臺南市形象短片電視廣告託播案,中華電視股份有限公司,1972-06-28,2021-03-05,17782,1690646280,7500000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210317&fn=BDM-1-53352550.xml
2021,臺南市政府,110年度全國原住民族運動會交通及食宿勞務採購案,詮達旅行社企業有限公司,2001-10-29,2021-03-09,7071,6000000,1441660,0.24,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210315&fn=BDM-1-53350519.xml
2021,臺南市政府,110年重大會議網路直播,南天有線電視股份有限公司,1995-12-18,2021-03-05,9209,1000000000,1095900,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210315&fn=BDM-1-53350579.xml
2021,臺南市政府,110年重大會議網路直播,三冠王有線電視股份有限公司,1996-02-28,2021-03-05,9137,825218000,1095900,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210315&fn=BDM-1-53350579.xml
2021,臺南市政府,110年度臺南市政府人事處綠能平台網站擴充案,三佑科技有限公司,2001-01-30,2021-03-05,7339,12600000,402000,0.03,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210309&fn=BDM-1-53346164.xml
2021,臺南市政府,500RT冰水主機變頻器更換緩啟動器維修,恒偉科技股份有限公司,1979-04-07,2021-03-05,15308,50000000,640000,0.01,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210308&fn=BDM-1-53345580.xml
2021,臺南市政府,110年提升青年公共參與服務計畫勞務委外案,泛科知識股份有限公司,2015-02-06,2021-02-23,2209,30000000,750000,0.03,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210308&fn=BDM-1-53345342.xml
2021,臺南市政府,110年度全國原住民族運動會體育服裝財務採購,乒冠體育用品社(獨資),2016-05-11,2021-02-23,1749,10000,639425,63.94,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210303&fn=BDM-1-53341594.xml
2021,臺南市政府,110年臺南地方文化及產業系列節目製播,鑫傳國際多媒體科技股份有限公司,1997-08-20,2021-02-05,8570,500000000,1679000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210224&fn=BDM-1-53337326.xml
2021,臺南市政府,臺南市2021春節媒體餐敘採購案第一次契約變更,桂田酒店股份有限公司,2005-07-14,2021-02-19,5699,630000000,357500,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210220&fn=BDM-1-53334748.xml
2021,臺南市政府,2021台南市耶誕跨年系列活動-第2次契約變更,好奇廣告事業有限公司,2005-03-04,2021-02-05,5817,5500000,1990000,0.36,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210208&fn=BDM-1-53329481.xml
2021,臺南市政府,臺南市2021春節媒體餐敘採購案,桂田酒店股份有限公司,2005-07-14,2021-01-22,5671,630000000,357500,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210203&fn=BDM-1-53326012.xml
2021,臺南市政府,揪科(Juiker)即時通訊APP機關通話模組：110年度軟體使用授權,源思科技股份有限公司,2014-11-07,2020-12-22,2237,200000000,157500,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210203&fn=BDM-1-53325790.xml
2021,臺南市政府,臺南市政府2021牛年賀歲市話數據語音託播服務,中華電信股份有限公司臺灣南區電信分公司,1996-06-15,2021-01-26,8991,200000000,483366,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210127&fn=BDM-1-53320146.xml
2021,臺南市政府,110年度體溫感測儀財物採購,晏新科技工程有限公司,2015-10-15,2021-01-14,1918,10000000,270000,0.03,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210119&fn=BDM-1-53313404.xml
2020,臺南市政府,109年臺南市政府永華市政中心空調系統設備維修保養後續擴充,增合有限公司,2009-06-10,2020-11-27,4188,2000000,1398000,0.7,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201231&fn=BDM-1-53295184.xml
2020,臺南市政府,110年永華市政園區環境清潔維護委外案,宇捷清潔有限公司,2015-06-02,2020-12-15,2023,3000000,7360000,2.45,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201231&fn=BDM-1-53296001.xml
2020,臺南市政府,「110年度臺南市政府電話資訊設備維護保養」勞務採購案,樺克科技系統股份有限公司,1991-05-08,2020-12-30,10829.041666667,26000000,990000,0.04,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201231&fn=BDM-1-53296166.xml
2020,臺南市政府,110年休旅式七人座電動車用電池2組電池租賃,納智捷汽車股份有限公司,2008-05-29,2020-12-08,4576,9800000000,240000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201231&fn=BDM-1-53295456.xml
2020,臺南市政府,110年度臺南市政府廣電業務推廣及禮賓接送公務車租賃案,小馬國際租賃股份有限公司,1996-11-28,2020-11-03,8741,72000000,677000,0.01,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201231&fn=BDM-1-53295521.xml
2020,臺南市政府,2021台南市耶誕跨年系列活動-新營體育場舞台硬體規劃執行,展億活動整合有限公司,2014-10-15,2020-12-29,2267,4000000,989500,0.25,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201231&fn=BDM-1-53296096.xml
2020,臺南市政府,109年臺南市政府永華市政中心水電設備維修保養後續擴充,南區機電技術顧問股份有限公司,1982-01-16,2020-11-27,14195,26600000,1956000,0.07,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201231&fn=BDM-1-53295400.xml
2020,臺南市政府,臺南市政府民治市政中心市民廣場兒童戲水池、水舞地下蓄水池、戲水平台等清洗維護暨系統線路檢測案,聖仁水電工程有限公司,1982-05-21,2020-12-08,14081,10000000,491943,0.05,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201231&fn=BDM-1-53295620.xml
2020,臺南市政府,臺南市政府110年民治市政中心水電修繕(開口契約),聖仁水電工程有限公司,1982-05-21,2020-12-15,14088,10000000,2580000,0.26,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201231&fn=BDM-1-53295856.xml
2020,臺南市政府,臺南市政府「110年度市政會議紀錄翻譯(開口契約)」採購案,捷宜語言顧問工作室(獨資),2018-05-21,2020-10-30,893,200000,199680,1,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201231&fn=BDM-1-53295906.xml
2020,臺南市政府,110年民治市政園區環境清潔維護委外案,安馨環境清潔有限公司,2017-06-01,2020-12-15,1293,3000000,3890000,1.3,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201231&fn=BDM-1-53296049.xml
2020,臺南市政府,109年臺南市政府永華市政中心中央監控系統設備維修保養後續擴充,丞冠實業有限公司,1996-04-24,2020-11-27,8983,5000000,362000,0.07,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201231&fn=BDM-1-53295417.xml
2020,臺南市政府,110年臺南市政府首長公務座車租賃,和運租車股份有限公司台南分公司,2003-11-17,2020-12-11,6234,5000000,460800,0.09,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201231&fn=BDM-1-53295484.xml
2020,臺南市政府,110年臺南市政府1999話務中心勞務委外案,程高資訊服務股份有限公司,2016-05-27,2020-10-16,1603,30000000,8350000,0.28,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201231&fn=BDM-1-53295150.xml
2020,臺南市政府,110年臺南市政府公務座車租賃,和運租車股份有限公司台南分公司,2003-11-17,2020-12-04,6227,30000000,855600,0.03,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201231&fn=BDM-1-53295469.xml
2020,臺南市政府,製作臺南市抗旱節水行銷影片,三立電視股份有限公司,1990-05-07,2020-12-22,11187.041666667,1782000000,900000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201230&fn=BDM-1-53292267.xml
2020,臺南市政府,珍惜水資源宣導短片製作案,民間全民電視股份有限公司,1996-04-08,2020-12-22,9024,6000000000,900000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201230&fn=BDM-1-53292390.xml
2020,臺南市政府,2021台南市耶誕跨年系列活動-後續擴充,好奇廣告事業有限公司,2005-03-04,2020-12-15,5765,5500000,3480000,0.63,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201217&fn=BDM-1-53276103.xml
2020,臺南市政府,「臺南2021跨年系列活動」3項全國電視轉/直播勞務採購案,年代網際事業股份有限公司,1981-06-03,2020-12-01,14426,1808000000,2900000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201214&fn=BDM-1-53271033.xml
2020,臺南市政府,「臺南2021跨年系列活動」3項全國電視轉/直播勞務採購案,聯利媒體股份有限公司,1993-08-06,2020-12-01,9979,1500000000,2900000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201214&fn=BDM-1-53271033.xml
2020,臺南市政府,臺南市政府「2020南客藝文嘉年華活動」外燴,情定團膳餐飲國際股份有限公司,2014-04-10,2020-11-17,2413,7800000,200000,0.03,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201130&fn=BDM-1-53255047.xml
2020,臺南市政府,縣市合併10週年永華市政園區園藝花卉佈置,強鑫工程行(獨資),2015-09-10,2020-11-24,1902,340000,585000,1.72,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201125&fn=BDM-1-53251058.xml
2020,臺南市政府,臺南市南瀛客家文化會館冷氣設備汰換財物採購案,富麗電器行(獨資),2005-01-18,2020-11-17,5782,2000000,458500,0.23,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201124&fn=BDM-1-53248924.xml
2020,臺南市政府,臺南市客家文化會館廁間暨無障礙環境改善計畫工程,偉瓚營造廠(合夥),2001-02-20,2020-11-13,7206,3600000,395000,0.11,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201117&fn=BDM-1-53242154.xml
2020,臺南市政府,109年臺南市政府LINE官方帳號採購案,知識科技股份有限公司,2005-08-29,2020-10-30,5541,300000000,250000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201117&fn=BDM-1-53242030.xml
2020,臺南市政府,2020臺南客家文化藝術節─客家平安大戲展演活動,榮興客家採茶劇團,2017-02-23,2020-11-13,1359,480000,710000,1.48,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201117&fn=BDM-1-53242095.xml
2020,臺南市政府,臺南市長就職二週年暨縣市合併十週年成果影片製作,一粒麥子視覺創意有限公司,2009-10-23,2020-10-27,4022,11500000,780000,0.07,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201104&fn=BDM-1-53230507.xml
2020,臺南市政府,109年度WebHR認證種籽教師交流研討會住宿案,富信大飯店股份有限公司台南分公司,2014-08-26,2020-10-20,2247,11500000,255000,0.02,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201026&fn=BDM-1-53222407.xml
2020,臺南市政府,108年民治市政中心南瀛大樓耐震能力補強工程第一次契約變更,安固營造工程股份有限公司,1995-08-18,2020-10-20,9195,22500000,684504,0.03,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201021&fn=BDM-1-53218676.xml
2020,臺南市政府,2021台南市耶誕跨年系列活動,好奇廣告事業有限公司,2005-03-04,2020-09-29,5688,5500000,11500000,2.09,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201020&fn=BDM-1-53217863.xml
2020,臺南市政府,臺南市安億公園排水設施工程委託規劃設計監造技術服務,松陽工程顧問有限公司,2010-09-27,2020-09-11,3637,3000000,219145,0.07,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201014&fn=BDM-1-53212903.xml
2020,臺南市政府,臺南市政府2020第18屆遠見高峰會廣告宣導,遠見天下文化出版股份有限公司,1981-11-16,2020-09-29,14197,300000000,790000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200930&fn=BDM-1-53204388.xml
2020,臺南市政府,台南國慶焰火活動全國電視轉播採購案,年代網際事業股份有限公司,1981-06-03,2020-09-08,14342,1808000000,900000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200923&fn=BDM-1-53197443.xml
2020,臺南市政府,「2020國慶焰火在臺南」公共意外責任保險,明台產物保險股份有限公司台南分公司,1973-10-17,2020-09-16,17136,1808000000,292835,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200921&fn=BDM-1-53195261.xml
2020,臺南市政府,109年人口及住宅普查致受訪戶函信封,志泰餘紙袋展業有限公司,2000-04-13,2020-08-28,7442,20000000,86816,0,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53187872&tenderCaseNo=109C0007
2020,臺南市政府,2020臺南客家微電影徵選計畫,茱莉亞廣告傳播有限公司,1999-08-20,2020-08-28,7679,5000000,409300,0.08,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200909&fn=BDM-1-53186509.xml
2020,臺南市政府,市政行銷影片拍攝製作年度服務案,存在映像工作室(獨資),2015-10-22,2020-08-18,1762,200000,1849300,9.25,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200907&fn=BDM-1-53184148.xml
2020,臺南市政府,109年度安億公園暨札哈木公園環境清潔及設施整修工作(開口契約)2,旭達工程有限公司,2004-08-26,2020-08-18,5836,2000000,567978,0.28,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200824&fn=BDM-1-53172798.xml
2020,臺南市政府,臺南市政府數位電話汰舊更新採購案委託專業服務,瑪凱電信股份有限公司,1992-09-26,2020-07-28,10167,270000000,404200,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200817&fn=BDM-1-53167466.xml
2020,臺南市政府,「109年度布建通路據點─原住民創意中心營運輔導計畫」委託專業服務勞務採購案,八拍子股份有限公司,2013-10-09,2020-07-28,2484,10000000,7560000,0.76,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200817&fn=BDM-1-53167535.xml
2020,臺南市政府,「109年度布建通路據點─原住民創意中心品牌識別與行銷規劃」委託專業服務勞務採購案,八拍子股份有限公司,2013-10-09,2020-07-17,2473,10000000,9440000,0.94,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200817&fn=BDM-1-53167515.xml
2020,臺南市政府,臺南市政府永華市政中心智慧節能空調系統設備維護保養,中華電信股份有限公司臺灣南區電信分公司,1996-06-15,2020-07-10,8791,10000000,552000,0.06,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200713&fn=BDM-1-53138253.xml
2020,臺南市政府,南市62103運用各種媒體宣導交通安全觀念及政策整合行銷案,桔子公關顧問有限公司,2006-05-04,2020-06-23,5164,500000,1200000,2.4,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200701&fn=BDM-1-53128148.xml
2020,臺南市政府,2020臺南市國際龍舟錦標賽決賽全國電視轉播,年代網際事業股份有限公司,1981-06-03,2020-06-05,14247,1808000000,900000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200617&fn=BDM-1-53116462.xml
2020,臺南市政府,2020臺南市國際龍舟錦標賽預賽電視及網路直播,雙子星有線電視股份有限公司,1996-06-24,2020-06-05,8747,498585000,600000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200615&fn=BDM-1-53114397.xml
2020,臺南市政府,臺南市政府「攜手誠信企業•打造廉潔府城」論壇反貪活動委外服務案,協奏曲整合行銷有限公司,2009-08-11,2020-05-22,3937,3000000,166000,0.06,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200603&fn=BDM-1-53104456.xml
2020,臺南市政府,109年度《悠活臺南》市刊編印發行案,閣林文創股份有限公司,1990-07-27,2020-05-01,10871.041666667,150000000,4615000,0.03,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200525&fn=BDM-1-53096468.xml
2020,臺南市政府,臺南市109年度有線電視服務滿意度調查,華威行銷研究股份有限公司,2004-07-30,2020-05-01,5754,5000000,470000,0.09,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200520&fn=BDM-1-53092413.xml
2020,臺南市政府,2020原住民族產業推廣系列活動委託專業服務勞務採購案,馬勒企業社(獨資),2018-04-24,2020-04-10,717,100000,960000,9.6,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200506&fn=BDM-1-53080975.xml
2020,臺南市政府,臺南市政府民治市政中心南瀛堂混合廁改善工程,宏華工程行(獨資),2011-08-31,2020-04-28,3163,1000000,969606,0.97,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200429&fn=BDM-1-53075364.xml
2020,臺南市政府,台南市市政服務稽核研究,山水民意研究股份有限公司,1997-07-21,2020-04-21,8310,5000000,800000,0.16,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200429&fn=BDM-1-53075504.xml
2020,臺南市政府,臺南市客家文化會館消防設施改善案,綻盛消防科技有限公司,2009-07-20,2020-04-10,3917,250000,262080,1.05,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200427&fn=BDM-1-53073147.xml
2020,臺南市政府,永華市政中心大樓採光罩防水工程,謙成營造有限公司,1997-05-13,2020-03-31,8358,22500000,1038000,0.05,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200420&fn=BDM-1-53067631.xml
2020,臺南市政府,108年度Íng-khong•Kuabar─從古華到永康，當代排灣族人的遷徙記事計畫委託專業服務勞務採購案,定藝文化工作室(獨資),2019-07-05,2020-04-14,284,80000,685000,8.56,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200415&fn=BDM-1-53063983.xml
2020,臺南市政府,紅外線熱顯像儀財物採購,晏新科技工程有限公司,2015-10-15,2020-04-10,1639,10000000,180000,0.02,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200414&fn=BDM-1-53062804.xml
2020,臺南市政府,竹溪水環境改善工程宣傳影片製作,願景橋行銷顧問有限公司,2013-04-08,2020-03-24,2542,1000000,440000,0.44,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200401&fn=BDM-1-53053131.xml
2020,臺南市政府,109年臺南市形象短片電視廣告託播案,三立電視股份有限公司,1990-05-07,2020-03-17,10907.041666667,1782000000,7500000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200401&fn=BDM-1-53053354.xml
2020,臺南市政府,109年臺南市形象短片電視廣告託播案,民間全民電視股份有限公司,1996-04-08,2020-03-17,8744,6000000000,7500000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200401&fn=BDM-1-53053354.xml
2020,臺南市政府,109年臺南市形象短片電視廣告託播案,年代網際事業股份有限公司,1981-06-03,2020-03-17,14167,1808000000,7500000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200401&fn=BDM-1-53053354.xml
2020,臺南市政府,109年臺南市形象短片電視廣告託播案,聯利媒體股份有限公司,1993-08-06,2020-03-17,9720,1500000000,7500000,0.01,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200401&fn=BDM-1-53053354.xml
2020,臺南市政府,109年臺南市形象短片電視廣告託播案,中天電視股份有限公司,1997-03-27,2020-03-17,8391,1800000000,7500000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200401&fn=BDM-1-53053354.xml
