年度,單位,案件,廠商,廠商設立日,結標日,設立到結標天數,廠商資本額,標案金額,標案金額/資本額,網址
2019,屏東縣屏東市公所,屏東市鶴聲國中周邊人行友善空間建置與景觀綠美化改善計畫,韋祁營造股份有限公司,1998-01-16,2019-12-18,8006,30000000,27800000,0.93,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191219&fn=BDM-1-52962432.xml
2019,屏東縣屏東市公所,屏東市109年迎春花海佈置,垣暻企業社(獨資),2019-08-27,2019-12-18,113,20000,763000,38.15,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191219&fn=BDM-1-52962484.xml
2019,屏東縣屏東市公所,109年度屏東市各公墓清理作業,慈祐企業社(獨資),2005-06-23,2019-12-18,5291,200000,450741,2.25,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191219&fn=BDM-1-52962534.xml
2019,屏東縣屏東市公所,109年度屏東市清潔隊各式清潔車輛機具維修,元銘企業社,2007-05-15,2019-12-18,4600,200000,4940000,24.7,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191219&fn=BDM-1-52962218.xml
2019,屏東縣屏東市公所,108-屏東市新興里新興街巷道路面改善工程,友文營造有限公司,1997-10-28,2019-12-11,8079,12000000,440000,0.04,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191212&fn=BDM-1-52953271.xml
2019,屏東縣屏東市公所,2020屏東市燈會燈區委託組裝、展出勞務案,埴鈁藝術有限公司,2003-06-25,2019-12-11,6013,1700000,720000,0.42,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191212&fn=BDM-1-52953303.xml
2019,屏東縣屏東市公所,屏東市109年度轄區路燈地下管線檢修工程（開口契約）,春金電氣行,1970-03-07,2019-12-11,18176,1000000,897000,0.9,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191212&fn=BDM-1-52953328.xml
2019,屏東縣屏東市公所,109年屏東市里鄰長研習暨文康活動,中國青年旅行社有限公司南部分公司,1999-11-01,2019-11-06,7310,1000000,4200000,4.2,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191210&fn=BDM-1-52949642.xml
2019,屏東縣屏東市公所,屏東市公所109年公文系統暨資訊設備網路系統委外維護,慈暉電腦有限公司,1987-04-01,2019-11-13,11914,22000000,240000,0.01,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191209&fn=BDM-1-52948409.xml
2019,屏東縣屏東市公所,廣興里古松巷355號等路面改善工程,鴻甲營造有限公司,2017-10-20,2019-12-04,775,15000000,770000,0.05,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191205&fn=BDM-1-52944796.xml
2019,屏東縣屏東市公所,信和里金城街200巷等路面改善工程,鴻甲營造有限公司,2017-10-20,2019-12-04,775,15000000,625000,0.04,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191205&fn=BDM-1-52944815.xml
2019,屏東縣屏東市公所,屏東市大同高中周邊人行友善空間建置與景觀綠美化改善計畫委託規劃設計監造技術服務,信創工程顧問有限公司,2004-09-10,2019-11-13,5542,2000000,2371500,1.19,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191205&fn=BDM-1-52944780.xml
2019,屏東縣屏東市公所,2020屏東市新春晚會活動案,鳳凰國際公關顧問有限公司,2009-08-19,2019-11-06,3731,7500000,950000,0.13,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191129&fn=BDM-1-52938252.xml
2019,屏東縣屏東市公所,公忠二街45巷等路面改善工程,友文營造有限公司,1997-10-28,2019-11-27,8065,12000000,720000,0.06,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191128&fn=BDM-1-52937224.xml
2019,屏東縣屏東市公所,屏東市中正路469巷周邊排水溝改善工程,承鼎營造有限公司,1998-09-07,2019-11-27,7751,5000000,668000,0.13,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191128&fn=BDM-1-52937239.xml
2019,屏東縣屏東市公所,大洲大溪及大湖龍華0419農路改善工程,德睿營造工程有限公司,2013-02-27,2019-11-27,2464,12000000,2199000,0.18,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191128&fn=BDM-1-52937262.xml
2019,屏東縣屏東市公所,109年度屏東縣屏東市公所保全系統服務,賓志保全股份有限公司,1993-07-22,2019-11-27,9624,110000000,364860,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191128&fn=BDM-1-52937349.xml
2019,屏東縣屏東市公所,屏東火車站周邊光復路及柳州街拓寬工程(東側臨復興路),尚鼎工程有限公司,2008-11-06,2019-11-27,4038,1000000,3980000,3.98,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191128&fn=BDM-1-52937288.xml
2019,屏東縣屏東市公所,109年屏東市政月刊遞送服務案,迅婕有限公司,2007-01-16,2019-11-20,4691,1600000,1800000,1.13,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191128&fn=BDM-1-52937369.xml
2019,屏東縣屏東市公所,109年屏東市公所大樓(含廁所)及周邊環境清潔維護,勁亮清潔有限公司,2013-08-02,2019-11-20,2301,105899,345000,3.26,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191128&fn=BDM-1-52937374.xml
2019,屏東縣屏東市公所,新生里和生路一段817巷等排水改善工程,政農營造工程有限公司,1996-09-13,2019-11-27,8475,3600000,480000,0.13,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191128&fn=BDM-1-52937211.xml
2019,屏東縣屏東市公所,108年屏東市民歌音樂會,鳳凰國際公關顧問有限公司,2009-08-19,2019-11-13,3738,7500000,971000,0.13,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191122&fn=BDM-1-52930955.xml
2019,屏東縣屏東市公所,108-屏東市公園東路(廣東路至水源街)路面改善工程,偉展營造有限公司,2016-09-19,2019-11-06,1143,25000000,5270000,0.21,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191107&fn=BDM-1-52915805.xml
2019,屏東縣屏東市公所,崇蘭里古松西巷311號等排水改善工程,明群營造有限公司,1994-08-02,2019-11-06,9227,3600000,515000,0.14,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191107&fn=BDM-1-52915823.xml
2019,屏東縣屏東市公所,湖南里民生東路11巷排水溝改善工程,旭廷營造有限公司,2014-12-24,2019-11-06,1778,3600000,508000,0.14,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191107&fn=BDM-1-52915844.xml
2019,屏東縣屏東市公所,屏東市108年度轄區交通設施工程(開口契約第二標),昱祐企業有限公司,2006-04-14,2019-10-30,4947,2000000,896000,0.45,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191031&fn=BDM-1-52909220.xml
2019,屏東縣屏東市公所,108-屏東市空翔里洛陽街路面改善工程,邑川營造工程有限公司,2014-03-24,2019-10-30,2046,25000000,502000,0.02,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191031&fn=BDM-1-52909244.xml
2019,屏東縣屏東市公所,屏東市新興大崛割草工作,寶興工程有限公司,2009-06-19,2019-10-23,3778,2000000,292000,0.15,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191029&fn=BDM-1-52906783.xml
2019,屏東縣屏東市公所,(108)屏東市清溪里惠農橋等路面改善工程,宏立信工程有限公司,1997-08-21,2019-10-09,8084,12000000,600000,0.05,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191014&fn=BDM-1-52892413.xml
2019,屏東縣屏東市公所,信和里泰和接忠孝路566巷排水溝改善工程,尚鼎工程有限公司,2008-11-06,2019-10-02,3982,1000000,1138000,1.14,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191003&fn=BDM-1-52885733.xml
2019,屏東縣屏東市公所,108年度農地野鼠共同防治計畫-0.005%伏滅鼠毒餌藥劑採購案,宇慶化工股份有限公司,1979-08-16,2019-09-25,14650,15000000,279962,0.02,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190926&fn=BDM-1-52880593.xml
2019,屏東縣屏東市公所,「屏東市中央市場第2商場公有零售市場(A、B棟)耐震結構補強工程」委託規劃設計及監造技術服務,大毅工程顧問有限公司,2013-05-17,2019-09-04,2301,1000000,650000,0.65,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190912&fn=BDM-1-52870649.xml
2019,屏東縣屏東市公所,屏東市108年度路燈材料購置,大岡企業有限公司,1989-09-15,2019-09-11,10953.041666667,4000000,848167,0.21,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190912&fn=BDM-1-52870606.xml
2019,屏東縣屏東市公所,大埔里桂林街排水溝改善工程,尚鼎工程有限公司,2008-11-06,2019-09-11,3961,1000000,258000,0.26,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190912&fn=BDM-1-52870627.xml
2019,屏東縣屏東市公所,文明里上海路(信義至永福)路面改善工程,德睿營造工程有限公司,2013-02-27,2019-09-04,2380,12000000,596000,0.05,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190905&fn=BDM-1-52865320.xml
2019,屏東縣屏東市公所,108年度資源回收工作計畫-屏東市清潔隊資源回收車車輛機具維修,輝明車體有限公司,2009-06-26,2019-08-21,3708,15000000,138600,0.01,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190822&fn=BDM-1-52854159.xml
2019,屏東縣屏東市公所,屏東市一心里、義勇里及光華里活動中心整修工程,昌裕土木包工業(獨資),2009-07-15,2019-08-21,3689,1000000,1640000,1.64,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190822&fn=BDM-1-52854182.xml
2019,屏東縣屏東市公所,屏東市108年度轄區道路及排水等零星工程(開口契約第二標),甘霖土木包工業,1984-04-13,2019-08-14,12906,1100000,3230000,2.94,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190815&fn=BDM-1-52848494.xml
2019,屏東縣屏東市公所,屏東市北興公園籃球場改善工程,冠銘土木包工業有限公司,2008-09-19,2019-08-07,3974,1000000,455800,0.46,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190808&fn=BDM-1-52843574.xml
2019,屏東縣屏東市公所,108年度屏東縣屏東市公所「數位社區監視錄影系統服務租賃案」,觀昇有線電視股份有限公司,1996-10-22,2019-07-31,8317,1600000000,958000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190801&fn=BDM-1-52837426.xml
2019,屏東縣屏東市公所,金泉里建功巷路面改善工程,尚鼎工程有限公司,2008-11-06,2019-07-24,3912,1000000,235800,0.24,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190725&fn=BDM-1-52831550.xml
2019,屏東縣屏東市公所,太平里青島街等地點裝設監視器,元科資訊企業行(獨資),1999-06-17,2019-07-24,7342,100000,136458,1.36,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190725&fn=BDM-1-52831533.xml
2019,屏東縣屏東市公所,北興里公裕街323巷等路面改善工程,鴻甲營造有限公司,2017-10-20,2019-06-25,613,15000000,623000,0.04,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190626&fn=BDM-1-52805439.xml
2019,屏東縣屏東市公所,屏東縣屏東市公所大型車輛裝設行車視野輔助系統採購案,鼎紳科技實業有限公司,2018-10-12,2019-06-18,249,100000,998352,9.98,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190626&fn=BDM-1-52805470.xml
2019,屏東縣屏東市公所,屏東市108年度風雨災街道路樹緊急搶修搶險(開口契約),軒山園藝有限公司,1996-05-09,2019-06-18,8440,2000000,3180000,1.59,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190619&fn=BDM-1-52799585.xml
2019,屏東縣屏東市公所,潭墘里崇武路293巷等路面改善工程,友文營造有限公司,1997-10-28,2019-06-18,7903,12000000,868000,0.07,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190619&fn=BDM-1-52799609.xml
2019,屏東縣屏東市公所,屏東市108年度轄區路面改善工程(開口契約),友文營造有限公司,1997-10-28,2019-06-12,7897,12000000,1650000,0.14,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190613&fn=BDM-1-52794819.xml
2019,屏東縣屏東市公所,清溪里清潔隊停車場等周邊道路改善工程,冠億土木工程有限公司,2005-08-18,2019-06-05,5039,3050000,1800000,0.59,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190606&fn=BDM-1-52789982.xml
2019,屏東縣屏東市公所,屏東市108年轄區緊急搶險搶修及運輸操作(開口契約),甘霖土木包工業,1984-04-13,2019-06-05,12836,1100000,3200000,2.91,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190606&fn=BDM-1-52789995.xml
2019,屏東縣屏東市公所,108-屏東市頂柳里頂柳路539巷排水溝改善工程,尚鼎工程有限公司,2008-11-06,2019-06-05,3863,1000000,518000,0.52,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190606&fn=BDM-1-52789926.xml
2019,屏東縣屏東市公所,(108)屏東市大武里武順街30巷等路面改善工程,友文營造有限公司,1997-10-28,2019-06-05,7890,12000000,810000,0.07,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190606&fn=BDM-1-52789940.xml
2019,屏東縣屏東市公所,屏東市大湖大春、明景、龍華龜屯及頂柳大湖牛埔道路改善工程,邑川營造工程有限公司,2014-03-24,2019-06-05,1899,25000000,6348000,0.25,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190606&fn=BDM-1-52789965.xml
2019,屏東縣屏東市公所,義勇里台糖三街路面改善工程,鴻甲營造有限公司,2017-10-20,2019-05-29,586,15000000,519000,0.03,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190530&fn=BDM-1-52783755.xml
2019,屏東縣屏東市公所,屏東市108年度轄區交通設施工程(開口契約),昱祐企業有限公司,2006-04-14,2019-05-22,4786,2000000,814000,0.41,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190523&fn=BDM-1-52777817.xml
2021,屏東縣潮州鎮公所,2022節水節能潮向低碳家園邁進千人健走活動禮品運動毛巾採購案,興隆毛巾廠有限公司,2008-05-08,2021-11-10,4934,10000000,360000,0.04,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211119&fn=BDM-1-53557574.xml
2021,屏東縣潮州鎮公所,屏東縣潮州鎮公所新春文創防疫口罩採購案,台城衛生醫材有限公司,2020-09-03,2021-11-02,425,1000000,520000,0.52,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211118&fn=BDM-1-53555960.xml
2021,屏東縣潮州鎮公所,潮州鎮運動公園戰車等搬運工程,上甲營造有限公司,2013-08-09,2021-11-12,3017,10000000,1450000,0.15,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211117&fn=BDM-1-53554003.xml
2021,屏東縣潮州鎮公所,潮州鎮第二公有零售市場拆除工程,敏勝營造有限公司,1998-03-16,2021-08-03,8541,3700000,1880000,0.51,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211117&fn=BDM-1-53554106.xml
2021,屏東縣潮州鎮公所,2022潮州跨年暨珍愛水資源及節能減碳宣導活動硬體設備租賃費用暨勞務採購案,尚樂行展覽會場有限公司,2005-08-23,2021-10-26,5908,1000000,942000,0.94,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211116&fn=BDM-1-53552982.xml
2021,屏東縣潮州鎮公所,110年度潮州鎮立圖書館「購置館藏」圖書採購案,金石堂圖書股份有限公司,1982-11-17,2021-11-02,14230,600000000,302504,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211104&fn=BDM-1-53543726.xml
2021,屏東縣潮州鎮公所,屏東縣潮州鎮公所新春福袋及月曆編製採購案,新銀國際事業有限公司,2021-04-09,2021-10-20,194,500000,820000,1.64,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53539966&tenderCaseNo=110-10-12
2021,屏東縣潮州鎮公所,110年度天然災害緊急搶險工程,新南峰營造有限公司,1999-02-25,2021-03-30,8069,3600000,2193000,0.61,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211012&fn=BDM-1-53523408.xml
2021,屏東縣潮州鎮公所,潮州鎮東皇宮廣場地坪改善工程,一耀營造有限公司,1996-05-13,2021-10-05,9276,12000000,1300000,0.11,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211012&fn=BDM-1-53523427.xml
2021,屏東縣潮州鎮公所,屏東縣潮州鎮志成路新闢工程,一耀營造有限公司,1996-05-13,2021-10-05,9276,12000000,5160000,0.43,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211012&fn=BDM-1-53523442.xml
2021,屏東縣潮州鎮公所,潮州鎮彭城里彭城路125巷排水改善工程,捷冠土木包工業,2009-11-02,2021-06-16,4244,5000000,813000,0.16,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210927&fn=BDM-1-53511933.xml
2021,屏東縣潮州鎮公所,110-潮州鎮富春里田新路道路改善工程,憲德土木包工業,1991-06-29,2021-08-24,11014.041666667,1000000,1250000,1.25,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210911&fn=BDM-1-53503102.xml
2021,屏東縣潮州鎮公所,(110)潮州鎮幼兒園前排水溝改善工程,憲德土木包工業,1991-06-29,2021-06-29,10958.041666667,1000000,1790000,1.79,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210908&fn=BDM-1-53499150.xml
2021,屏東縣潮州鎮公所,110年下半年度病媒蚊防治噴藥服務工作勞務採購案,華龍病媒防治(獨資),2017-05-22,2021-07-27,1527,200000,148544,0.74,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210908&fn=BDM-1-53500256.xml
2021,屏東縣潮州鎮公所,110年度潮州鎮轄下公園樹木修剪及砍除勞務採購案(開口契約),阿將工程行(獨資),2016-10-05,2021-06-01,1700,200000,250000,1.25,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210907&fn=BDM-1-53498985.xml
2021,屏東縣潮州鎮公所,110年度潮州鎮四季草花採購案(開口契約),臻品景觀有限公司,2016-07-12,2021-06-08,1792,1000000,154350,0.15,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210907&fn=BDM-1-53498810.xml
2021,屏東縣潮州鎮公所,109-潮州鎮南宮前箱涵設置工程,鋮駿土木包工業(獨資),2015-01-14,2021-07-06,2365,1600000,1000000,0.63,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210712&fn=BDM-1-53449471.xml
2021,屏東縣潮州鎮公所,屏東縣潮州鎮日式文化園區倉庫修繕工程,立溢工程有限公司,2005-12-13,2020-12-29,5495,3000000,1280000,0.43,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210705&fn=BDM-1-53443766.xml
2021,屏東縣潮州鎮公所,110年度鎮內道路修繕工程(開口契約),連盈營造有限公司,2002-12-31,2021-06-22,6748,10000000,1729000,0.17,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210623&fn=BDM-1-53434480.xml
2021,屏東縣潮州鎮公所,110年度潮州鎮零星基礎工程委託設計監造案(開口契約),疆圖工程顧問有限公司,2014-05-07,2020-12-15,2414,1000000,1500000,1.5,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210617&fn=BDM-1-53429218.xml
2021,屏東縣潮州鎮公所,110年度潮州鎮零星基礎工程委託設計監造案(開口契約),英德工程顧問有限公司,2011-12-27,2020-12-15,3276,1500000,1500000,1,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210617&fn=BDM-1-53429218.xml
2021,屏東縣潮州鎮公所,110年度路燈養護材料採購,利順德企業有限公司,2001-09-27,2021-06-08,7194,2000000,573580,0.29,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53422272&tenderCaseNo=110-06-01-2
2021,屏東縣潮州鎮公所,潮州鎮泗林里朝林宮廟埕廣場改善工程,鴻一土木包工業,2020-12-31,2021-05-25,145,1000000,2458000,2.46,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210527&fn=BDM-1-53413408.xml
2021,屏東縣潮州鎮公所,屏東縣潮州鎮立幼兒園110學年度午餐廚房瓦斯採購,崁頂潮興煤氣有限公司,1977-02-05,2021-05-25,16180,2000000,100890,0.05,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53411388&tenderCaseNo=110-05-18-1
2021,屏東縣潮州鎮公所,屏東縣潮州鎮立幼兒園110學年度午餐廚房瓦斯採購,崁頂潮興煤氣有限公司,1977-02-05,2021-05-25,16180,2000000,100890,0.05,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210526&fn=BDM-1-53411388.xml
2021,屏東縣潮州鎮公所,110年度里、鄰長文康活動,運通國際旅行社有限公司,2006-02-23,2021-05-11,5556,10000000,989000,0.1,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53413251&tenderCaseNo=110-04-27
2021,屏東縣潮州鎮公所,109-潮州鎮新生里平安路增設排水側溝工程,憲德土木包工業(獨資),1991-06-29,2021-04-27,10895.041666667,1000000,1280000,1.28,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210505&fn=BDM-1-53393404.xml
2021,屏東縣潮州鎮公所,「潮州都市計畫「工(乙)一」乙種工業區都市計畫變更暨擬定細部計畫作業」委託技術服務案,太乙工程顧問股份有限公司,1988-12-21,2020-10-28,11634,5000000,2420000,0.48,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210504&fn=BDM-1-53392532.xml
2021,屏東縣潮州鎮公所,「110年屏東縣潮州鎮模範母親、模範父親表揚活動桌餐採購」,聞香閣食品有限公司,2010-11-04,2021-04-20,3820,21000000,255000,0.01,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210428&fn=BDM-1-53387250.xml
2021,屏東縣潮州鎮公所,110年清明及中元法會帆布架、祭拜桌椅及冰桶財物租賃採購案,樂福國際開發有限公司,2017-01-11,2021-01-26,1476,12000000,180000,0.02,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53322082&tenderCaseNo=109-12-25
2021,屏東縣潮州鎮公所,潮州鎮都市計畫區三星里活動中心旁公園、人行系統開發設計與工程設計監造案,疆圖工程顧問有限公司,2014-05-07,2020-12-10,2409,1000000,830000,0.83,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210310&fn=BDM-1-53346852.xml
2021,屏東縣潮州鎮公所,109-潮州鎮雨水下水道系統I幹線改善工程,振益營造有限公司,2011-11-04,2021-02-23,3399,10000000,5560000,0.56,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210309&fn=BDM-1-53346022.xml
2021,屏東縣潮州鎮公所,屏東縣潮州鎮第二公墓愛國路以北遷葬勞務採購案,豐隆禮儀有限公司,2006-02-23,2021-02-02,5458,1000000,1500000,1.5,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210304&fn=BDM-1-53343650.xml
2021,屏東縣潮州鎮公所,潮州鎮公所無障礙設施改善工程,丞信營造有限公司,2011-10-24,2021-02-09,3396,6000000,1055000,0.18,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210304&fn=BDM-1-53343264.xml
2021,屏東縣潮州鎮公所,110年上半年度病媒蚊防治噴藥服務工作勞務採購案,華龍病媒防治(獨資),2017-05-22,2021-02-23,1373,200000,149512,0.75,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210224&fn=BDM-1-53337319.xml
2021,屏東縣潮州鎮公所,潮州第一立體停車場統包工程,順堡營造有限公司,2007-07-11,2021-01-22,4944,32800000,224500000,6.84,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210222&fn=BDM-1-53336165.xml
2021,屏東縣潮州鎮公所,潮州鎮立幼兒園110年度畢業紀念冊及畢業典禮活動光碟採購,遠東專業影像生活館(合夥),2005-04-25,2021-02-02,5762,200000,146300,0.73,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210217&fn=BDM-1-53331804.xml
2021,屏東縣潮州鎮公所,「110年屏東縣潮州鎮公所新春聯歡晚會暨員工文康活動桌餐採購」,聞香閣食品有限公司,2010-11-04,2021-01-26,3736,21000000,180000,0.01,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210205&fn=BDM-1-53328242.xml
2021,屏東縣潮州鎮公所,110年度各公墓(3.4.5.6.7公墓)噴藥勞務採購(含第三公墓納骨堂周圍環境割草),騰昌企業社(獨資),2018-09-19,2021-01-12,846,200000,330000,1.65,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210113&fn=BDM-1-53308557.xml
2021,屏東縣潮州鎮公所,屏東縣潮州鎮泗林自行車道建置工程,一耀營造有限公司,1996-05-13,2021-01-05,9003,12000000,4726000,0.39,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210112&fn=BDM-1-53307184.xml
2021,屏東縣潮州鎮公所,潮州鎮泗林里活動中心耐震補強計畫,岳亨土木包工業有限公司,1994-01-19,2020-12-30,9842,3000000,2620000,0.87,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210112&fn=BDM-1-53307094.xml
2021,屏東縣潮州鎮公所,潮州鎮八爺里活動中心耐震補強計畫,岳亨土木包工業有限公司,1994-01-19,2020-12-30,9842,3000000,1450000,0.48,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210112&fn=BDM-1-53307147.xml
2020,屏東縣潮州鎮公所,109-潮州鎮清潔隊排水溝及地坪修繕工程,安昇土木包工業(獨資),2004-06-23,2020-12-29,6033,5000000,1060000,0.21,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201231&fn=BDM-1-53296429.xml
2020,屏東縣潮州鎮公所,潮州鎮蓬萊廟前廣場地坪整修工程,毅睿土木包工業(獨資),2017-04-19,2020-12-29,1350,1000000,580000,0.58,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201230&fn=BDM-1-53293781.xml
2020,屏東縣潮州鎮公所,109-潮州鎮彭達街30號前排水溝改善工程,憲德土木包工業,1991-06-29,2020-11-24,10741.041666667,1000000,580000,0.58,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201228&fn=BDM-1-53289429.xml
